Tipus pla,Número d'inscripció,Nom del pla,Estat,Data d'homologació,Últim esdeveniment,Data de l'últim esdeveniment,Ine5,Municipi,Comarca,Servei territorial,Vegueria,Província
E,10437,PAM INUNCAT Olvan,Homologat,06/10/2022,Homologació,06/10/2022,08144,Olvan,Berguedà,Catalunya Central,Catalunya Central,Barcelona
T,8342,PA PROCICAT - Malalties Transmissibles Emergents Alt Risc Monistrol de Calders,Homologat,10/12/2021,Homologació,10/12/2021,08128,Monistrol de Calders,Moianès,Catalunya Central,Catalunya Central,Barcelona
T,7955,PA PROCICAT - Transport Viatgers Ferrocarill Àger,Homologat,10/12/2021,Homologació,10/12/2021,25002,Àger,Noguera,Lleida,Lleida,Lleida
F,4423,PEM Festes Majors Corbera d'Ebre,Homologat pendent de revisió,27/11/2014,Homologació,27/11/2014,43048,Corbera d'Ebre,Terra Alta,Terres de l'Ebre,Terres de l'Ebre,Tarragona
E,6367,PAM SISMICAT Pacs del Penedès,Homologat,30/10/2020,Homologació,30/10/2020,08154,Pacs del Penedès,Alt Penedès,Barcelona,Penedès,Barcelona
E,4519,PAM INFOCAT Flix,Homologat pendent de revisió,05/03/2015,Homologació,05/03/2015,43060,Flix,Ribera d'Ebre,Terres de l'Ebre,Terres de l'Ebre,Tarragona
E,2456,PAM INFOCAT Les Llosses,Homologat pendent de revisió,09/07/2009,Homologació,09/07/2009,17096,Llosses,Ripollès,Girona,Girona,Girona
E,10358,PAM NEUCAT Fortià,Homologat,06/10/2022,Homologació,06/10/2022,17074,Fortià,Alt Empordà,Girona,Girona,Girona
E,6545,PAM AEROCAT Reus,Homologat,30/10/2020,Homologació,30/10/2020,43123,Reus,Baix Camp,Tarragona,Tarragona,Tarragona
E,5690,PAM NEUCAT Ascó,Homologat pendent de revisió,05/12/2018,Actualització,28/02/2020,43019,Ascó,Ribera d'Ebre,Terres de l'Ebre,Terres de l'Ebre,Tarragona
E,5586,PAM INFOCAT Els Torms,Homologat pendent de revisió,05/12/2018,Homologació,05/12/2018,25224,Torms,Garrigues,Lleida,Lleida,Lleida
T,10675,PBEM  Seva,Homologat,15/12/2022,Homologació,15/12/2022,08269,Seva,Osona,Catalunya Central,Catalunya Central,Barcelona
E,5627,PAM VENTCAT Llorac,Homologat pendent de revisió,05/12/2018,Homologació,05/12/2018,43073,Llorac,Conca de Barberà,Tarragona,Tarragona,Tarragona
E,5444,PAM INUNCAT Torroella de Montgrí,Homologat pendent de revisió,05/12/2018,Homologació,05/12/2018,17199,Torroella de Montgrí,Baix Empordà,Girona,Girona,Girona
E,8488,PAM INUNCAT  Pont de Molins,Homologat,10/12/2021,Homologació,10/12/2021,17135,Pont de Molins,Alt Empordà,Girona,Girona,Girona
T,8506,PA PROCICAT - Malalties Transmissibles Emergents Alt Risc Riells i Viabrea,Homologat,10/12/2021,Homologació,10/12/2021,17146,Riells i Viabrea,Selva,Girona,Girona,Girona
E,8512,PAM VENTCAT Riells i Viabrea,Homologat,10/12/2021,Homologació,10/12/2021,17146,Riells i Viabrea,Selva,Girona,Girona,Girona
E,4943,PAM NEUCAT Os de Balaguer,Homologat pendent de revisió,25/05/2017,Homologació,25/05/2017,25156,Os de Balaguer,Noguera,Lleida,Lleida,Lleida
E,8050,PAM INFOCAT Guissona,Homologat,10/12/2021,Revisió,10/12/2021,25110,Guissona,Segarra,Lleida,Lleida,Lleida
T,8292,PA PROCICAT - Transport Viatgers Ferrocarill Santa Coloma de Gramenet,Homologat,10/12/2021,Homologació,10/12/2021,08245,Santa Coloma de Gramenet,Barcelonès,Barcelona,Barcelona,Barcelona
T,5710,PBEM Garcia,Homologat pendent de revisió,05/12/2018,Homologació,05/12/2018,43065,Garcia,Ribera d'Ebre,Terres de l'Ebre,Terres de l'Ebre,Tarragona
E,10334,PAM NEUCAT Castellolí,Homologat,06/10/2022,Homologació,06/10/2022,08063,Castellolí,Anoia,Catalunya Central,Penedès,Barcelona
T,5500,PBEM Bellpuig,Homologat pendent de revisió,05/12/2018,Homologació,05/12/2018,25050,Bellpuig,Urgell,Lleida,Lleida,Lleida
T,6388,PBEM Gurb,Homologat,30/10/2020,Homologació,30/10/2020,08100,Gurb,Osona,Catalunya Central,Catalunya Central,Barcelona
E,4516,PAM NEUCAT Vilobí d'Onyar,Homologat pendent de revisió,05/03/2015,Actualització,14/09/2016,17233,Vilobí d'Onyar,Selva,Girona,Girona,Girona
T,6232,PBEM Calldetenes,Homologat,28/02/2020,Homologació,28/02/2020,08037,Calldetenes,Osona,Catalunya Central,Catalunya Central,Barcelona
E,6227,PAM NEUCAT Santa Margarida i els Monjos,Homologat,28/02/2020,Homologació,28/02/2020,08251,Santa Margarida i els Monjos,Alt Penedès,Barcelona,Penedès,Barcelona
T,4743,PBEM Tortellà,Homologat pendent de revisió,14/09/2016,Homologació,14/09/2016,17200,Tortellà,Garrotxa,Girona,Girona,Girona
E,8646,PAM VENTCAT Pradell de la Teixeta,Homologat,10/12/2021,Homologació,10/12/2021,43115,Pradell de la Teixeta,Priorat,Tarragona,Tarragona,Tarragona
E,8367,PAM NEUCAT Sant Hipòlit de Voltregà,Homologat,10/12/2021,Homologació,10/12/2021,08215,Sant Hipòlit de Voltregà,Osona,Catalunya Central,Catalunya Central,Barcelona
T,1505,PBEM Boadella i les Escaules,Homologat pendent de revisió,26/04/2007,Homologació,26/04/2007,17029,Boadella i les Escaules,Alt Empordà,Girona,Girona,Girona
F,4175,PEM Àrees pública concurrència - Correfocs de Riba-roja d'Ebre,Homologat pendent de revisió,03/10/2013,Homologació,03/10/2013,43125,Riba-roja d'Ebre,Ribera d'Ebre,Terres de l'Ebre,Terres de l'Ebre,Tarragona
T,10439,PA PROCICAT - Malalties Transmissibles Emergents Alt Risc Olvan,Homologat,06/10/2022,Homologació,06/10/2022,08144,Olvan,Berguedà,Catalunya Central,Catalunya Central,Barcelona
T,8332,PA PROCICAT - Malalties Transmissibles Emergents Alt Risc Vilafranca del Penedès,Homologat,10/12/2021,Homologació,10/12/2021,08305,Vilafranca del Penedès,Alt Penedès,Barcelona,Penedès,Barcelona
E,8655,PAM NEUCAT Sant Jaume dels Domenys,Homologat,10/12/2021,Homologació,10/12/2021,43137,Sant Jaume dels Domenys,Baix Penedès,Tarragona,Penedès,Tarragona
E,8860,PAM SISMICAT Oristà,Homologat,10/03/2022,Homologació,10/03/2022,08151,Oristà,Lluçanès,Catalunya Central,Catalunya Central,Barcelona
E,5838,PAM NEUCAT Sobremunt,Homologat pendent de revisió,21/03/2019,Homologació,21/03/2019,08271,Sobremunt,Lluçanès,Catalunya Central,Catalunya Central,Barcelona
T,5629,PBEM Llorac,Homologat pendent de revisió,05/12/2018,Homologació,05/12/2018,43073,Llorac,Conca de Barberà,Tarragona,Tarragona,Tarragona
E,2682,PAM INUNCAT L'Alt Àneu,Homologat pendent de revisió,17/12/2009,Homologació,17/12/2009,25024,Alt Àneu,Pallars Sobirà,Alt Pirineu i Aran,Alt Pirineu i Aran,Lleida
E,1616,PAM INFOCAT Sant Boi de Llobregat,Homologat pendent de revisió,21/06/2007,Actualització,18/02/2010,08200,Sant Boi de Llobregat,Baix Llobregat,Barcelona,Barcelona,Barcelona
E,3814,PAM INFOCAT Gelida,Homologat pendent de revisió,16/02/2012,Homologació,16/02/2012,08091,Gelida,Alt Penedès,Barcelona,Penedès,Barcelona
E,8737,PAM INFOCAT Abella de la Conca,Homologat,10/12/2021,Homologació,10/12/2021,25001,Abella de la Conca,Pallars Jussà,Alt Pirineu i Aran,Alt Pirineu i Aran,Lleida
E,5072,PAM VENTCAT Llívia,Homologat pendent de revisió,05/12/2018,Homologació,05/12/2018,17094,Llívia,Cerdanya,Alt Pirineu i Aran,Alt Pirineu i Aran,Girona
T,8202,PA PROCICAT - Malalties Transmissibles Emergents Alt Risc El Papiol,Homologat,10/12/2021,Homologació,10/12/2021,08158,Papiol,Baix Llobregat,Barcelona,Barcelona,Barcelona
E,740,PLASEQTA,Aprovat,,Actualització,14/06/2023,,,,,,
E,5764,PAM VENTCAT Castellbisbal,Homologat pendent de revisió,05/12/2018,Homologació,05/12/2018,08054,Castellbisbal,Vallès Occidental,Barcelona,Barcelona,Barcelona
E,2874,AEROCAT,Aprovat pendent revisió,,Actualització,14/06/2023,,,,,,
E,1084,PLASEQCAT,Aprovat pendent revisió,,Actualització,14/06/2023,,,,,,
E,9194,PAM SISMICAT,Homologat,10/03/2022,Homologació,10/03/2022,08288,Torrelles de Foix,Alt Penedès,Barcelona,Penedès,Barcelona
E,11178,PAM Pla Especial d’emergències per Pandèmies Port de la Selva,Homologat,14/06/2023,Homologació,14/06/2023,17140,Port de la Selva,Alt Empordà,Girona,Girona,Girona
T,11046,PBEM  Olot,Homologat,14/06/2023,Homologació,14/06/2023,17114,Olot,Garrotxa,Girona,Girona,Girona
E,11120,PAM TRANSCAT Esplugues de Llobregat,Homologat,14/06/2023,Revisió,14/06/2023,08077,Esplugues de Llobregat,Baix Llobregat,Barcelona,Barcelona,Barcelona
E,11312,PAM INFOCAT Torrefeta i Florejacs,Homologat,14/06/2023,Revisió,14/06/2023,25907,Torrefeta i Florejacs,Segarra,Lleida,Lleida,Lleida
E,11159,PAM AEROCAT Santpedor,Homologat,14/06/2023,Homologació,14/06/2023,08192,Santpedor,Bages,Catalunya Central,Catalunya Central,Barcelona
E,10918,PAM VENTCAT Ripoll,Homologat,14/06/2023,Homologació,14/06/2023,17147,Ripoll,Ripollès,Girona,Girona,Girona
E,10930,PAM INFOCAT Sant Antoni de Vilamajor,Homologat,14/06/2023,Homologació,14/06/2023,08198,Sant Antoni de Vilamajor,Vallès Oriental,Barcelona,Barcelona,Barcelona
E,11332,PAM SISMICAT Sant Vicenç de Montalt,Homologat,14/06/2023,Homologació,14/06/2023,08264,Sant Vicenç de Montalt,Maresme,Barcelona,Barcelona,Barcelona
E,11079,PAM SISMICAT Gualba,Homologat,14/06/2023,Homologació,14/06/2023,08097,Gualba,Vallès Oriental,Barcelona,Barcelona,Barcelona
T,10538,PBEM  Lleida,Homologat,06/10/2022,Homologació,06/10/2022,25120,Lleida,Segrià,Lleida,Lleida,Lleida
E,3895,PAM INFOCAT l'Albiol,Homologat pendent de revisió,26/04/2012,Homologació,26/04/2012,43003,Albiol,Baix Camp,Tarragona,Tarragona,Tarragona
T,11118,PBEM  Esplugues de Llobregat,Homologat,14/06/2023,Revisió,14/06/2023,08077,Esplugues de Llobregat,Baix Llobregat,Barcelona,Barcelona,Barcelona
T,11162,PBEM  Santpedor,Homologat,14/06/2023,Homologació,14/06/2023,08192,Santpedor,Bages,Catalunya Central,Catalunya Central,Barcelona
E,10858,PAM TRANSCAT Abrera,Homologat,14/06/2023,Homologació,14/06/2023,08001,Abrera,Baix Llobregat,Barcelona,Barcelona,Barcelona
E,5108,PAM NEUCAT Vielha e Mijaran,Homologat pendent de revisió,05/12/2018,Homologació,05/12/2018,25243,Vielha e Mijaran,Aran,Alt Pirineu i Aran,Alt Pirineu i Aran,Lleida
E,3143,PAM NEUCAT Cistella,Homologat pendent de revisió,27/07/2011,Homologació,27/07/2011,17051,Cistella,Alt Empordà,Girona,Girona,Girona
E,10608,PAM TRANSCAT Vinaixa,Homologat,06/10/2022,Revisió,06/10/2022,25255,Vinaixa,Garrigues,Lleida,Lleida,Lleida
E,11057,PAM INFOCAT Massoteres,Homologat,14/06/2023,Revisió,14/06/2023,25132,Massoteres,Segarra,Lleida,Lleida,Lleida
E,11053,PAM SISMICAT Sant Feliu de Llobregat,Homologat,14/06/2023,Homologació,14/06/2023,08211,Sant Feliu de Llobregat,Baix Llobregat,Barcelona,Barcelona,Barcelona
E,10855,PAM SISMICAT Abrera,Homologat,14/06/2023,Homologació,14/06/2023,08001,Abrera,Baix Llobregat,Barcelona,Barcelona,Barcelona
E,11058,PAM INUNCAT Massoteres,Homologat,14/06/2023,Revisió,14/06/2023,25132,Massoteres,Segarra,Lleida,Lleida,Lleida
E,10910,PAM INFOCAT Ripoll,Homologat,14/06/2023,Homologació,14/06/2023,17147,Ripoll,Ripollès,Girona,Girona,Girona
E,11210,PAM INFOCAT Torrelles de Llobregat,Homologat,14/06/2023,Homologació,14/06/2023,08289,Torrelles de Llobregat,Baix Llobregat,Barcelona,Barcelona,Barcelona
T,494,PBEM Pont de Suert,Homologat pendent de revisió,22/11/1990,Homologació,22/11/1990,25173,Pont de Suert,Alta Ribagorça,Alt Pirineu i Aran,Alt Pirineu i Aran,Lleida
T,11320,PA PROCICAT - Malalties Transmissibles Emergents Alt Risc Llagosta,Homologat,14/06/2023,Homologació,14/06/2023,08105,Llagosta,Vallès Oriental,Barcelona,Barcelona,Barcelona
E,1940,PAM PLASEQCAT Sant Feliu de Buixalleu,Homologat pendent de revisió,06/05/2008,Homologació,06/05/2008,17159,Sant Feliu de Buixalleu,Selva,Girona,Girona,Girona
E,11144,PAM SISMICAT Santa Cristina d'Aro,Homologat,14/06/2023,Revisió,14/06/2023,17181,Santa Cristina d'Aro,Baix Empordà,Girona,Girona,Girona
E,11116,PAM RADCAT Esplugues de Llobregat,Homologat,14/06/2023,Revisió,14/06/2023,08077,Esplugues de Llobregat,Baix Llobregat,Barcelona,Barcelona,Barcelona
E,11314,PAM NEUCAT Torrefeta i Florejacs,Homologat,14/06/2023,Revisió,14/06/2023,25907,Torrefeta i Florejacs,Segarra,Lleida,Lleida,Lleida
T,11086,PBEM  Alguaire,Homologat,14/06/2023,Homologació,14/06/2023,25016,Alguaire,Segrià,Lleida,Lleida,Lleida
E,10969,PAM NEUCAT Capmany,Homologat,14/06/2023,Revisió,14/06/2023,17042,Capmany,Alt Empordà,Girona,Girona,Girona
T,11296,PBEM  Massanes,Homologat,14/06/2023,Revisió,14/06/2023,17101,Massanes,Selva,Girona,Girona,Girona
T,11138,PA PROCICAT - Emergències Transport Viatgers Ferrocarril Figaró-Montmany,Homologat,14/06/2023,Homologació,14/06/2023,08134,Figaró-Montmany,Vallès Oriental,Barcelona,Barcelona,Barcelona
E,11335,PAM VENTCAT Sant Vicenç de Montalt,Homologat,14/06/2023,Homologació,14/06/2023,08264,Sant Vicenç de Montalt,Maresme,Barcelona,Barcelona,Barcelona
E,11044,PAM Pla Especial d’emergències per Pandèmies Olot,Homologat,14/06/2023,Homologació,14/06/2023,17114,Olot,Garrotxa,Girona,Girona,Girona
T,10857,PA PROCICAT - Emergències Transport Viatgers Ferrocarril Abrera,Homologat,14/06/2023,Homologació,14/06/2023,08001,Abrera,Baix Llobregat,Barcelona,Barcelona,Barcelona
T,10836,PBEM  Coma i la Pedra,Homologat,14/06/2023,Homologació,14/06/2023,25163,Coma i la Pedra,Solsonès,Catalunya Central,Catalunya Central,Lleida
E,11040,PAM VENTCAT Sabadell,Homologat,14/06/2023,Revisió,14/06/2023,08187,Sabadell,Vallès Occidental,Barcelona,Barcelona,Barcelona
E,8243,PAM TRANSCAT Sant Adrià de Besòs,Homologat,10/12/2021,Homologació,10/12/2021,08194,Sant Adrià de Besòs,Barcelonès,Barcelona,Barcelona,Barcelona
E,11125,PAM SISMICAT Dosrius,Homologat,14/06/2023,Homologació,14/06/2023,08075,Dosrius,Maresme,Barcelona,Barcelona,Barcelona
E,11329,PAM INUNCAT Sant Vicenç de Montalt,Homologat,14/06/2023,Homologació,14/06/2023,08264,Sant Vicenç de Montalt,Maresme,Barcelona,Barcelona,Barcelona
E,8579,PAM TRANSCAT Ribera d'Ondara,Homologat,10/12/2021,Revisió,10/12/2021,25905,Ribera d'Ondara,Segarra,Lleida,Lleida,Lleida
E,10852,PAM NEUCAT Abrera,Homologat,14/06/2023,Homologació,14/06/2023,08001,Abrera,Baix Llobregat,Barcelona,Barcelona,Barcelona
T,11331,PA PROCICAT - Malalties Transmissibles Emergents Alt Risc Sant Vicenç de Montalt,Homologat,14/06/2023,Homologació,14/06/2023,08264,Sant Vicenç de Montalt,Maresme,Barcelona,Barcelona,Barcelona
E,11114,PAM Pla Especial d’emergències per Pandèmies Esplugues de Llobregat,Homologat,14/06/2023,Revisió,14/06/2023,08077,Esplugues de Llobregat,Baix Llobregat,Barcelona,Barcelona,Barcelona
E,11175,PAM INFOCAT Port de la Selva,Homologat,14/06/2023,Homologació,14/06/2023,17140,Port de la Selva,Alt Empordà,Girona,Girona,Girona
T,10971,PBEM  Capmany,Homologat,14/06/2023,Revisió,14/06/2023,17042,Capmany,Alt Empordà,Girona,Girona,Girona
E,11292,PAM NEUCAT Massanes,Homologat,14/06/2023,Revisió,14/06/2023,17101,Massanes,Selva,Girona,Girona,Girona
E,11140,PAM INFOCAT Santa Cristina d'Aro,Homologat,14/06/2023,Revisió,14/06/2023,17181,Santa Cristina d'Aro,Baix Empordà,Girona,Girona,Girona
E,11336,PAM INFOCAT Torrebesses,Homologat,14/06/2023,Revisió,14/06/2023,25226,Torrebesses,Segrià,Lleida,Lleida,Lleida
E,11187,PAM VENTCAT Sant Iscle de Vallalta,Homologat,14/06/2023,Homologació,14/06/2023,08193,Sant Iscle de Vallalta,Maresme,Barcelona,Barcelona,Barcelona
T,11081,PA PROCICAT - Emergències Transport Viatgers Ferrocarril Gualba,Homologat,14/06/2023,Homologació,14/06/2023,08097,Gualba,Vallès Oriental,Barcelona,Barcelona,Barcelona
E,10934,PAM SISMICAT Sant Antoni de Vilamajor,Homologat,14/06/2023,Homologació,14/06/2023,08198,Sant Antoni de Vilamajor,Vallès Oriental,Barcelona,Barcelona,Barcelona
E,10912,PAM NEUCAT Ripoll,Homologat,14/06/2023,Homologació,14/06/2023,17147,Ripoll,Ripollès,Girona,Girona,Girona
E,11173,PAM VENTCAT Cornellà de Llobregat,Homologat,14/06/2023,Revisió,14/06/2023,08073,Cornellà de Llobregat,Baix Llobregat,Barcelona,Barcelona,Barcelona
T,8007,PA PROCICAT - Malalties Transmissibles Emergents Alt Risc Cabanabona,Homologat,10/12/2021,Homologació,10/12/2021,25060,Cabanabona,Noguera,Lleida,Lleida,Lleida
E,11258,PAM AEROCAT Perafort,Homologat,14/06/2023,Homologació,14/06/2023,43103,Perafort,Tarragonès,Tarragona,Tarragona,Tarragona
E,6299,PAM INUNCAT Bonastre,Homologat,28/02/2020,Homologació,28/02/2020,43030,Bonastre,Baix Penedès,Tarragona,Penedès,Tarragona
E,5287,PAM INUNCAT Sant Martí de Centelles,Homologat pendent de revisió,05/12/2018,Homologació,05/12/2018,08224,Sant Martí de Centelles,Osona,Catalunya Central,Catalunya Central,Barcelona
E,5453,PAM VENTCAT Tortellà,Homologat pendent de revisió,05/12/2018,Homologació,05/12/2018,17200,Tortellà,Garrotxa,Girona,Girona,Girona
E,11184,PAM NEUCAT Sant Iscle de Vallalta,Homologat,14/06/2023,Homologació,14/06/2023,08193,Sant Iscle de Vallalta,Maresme,Barcelona,Barcelona,Barcelona
T,11171,PA PROCICAT - Emergències Transport Viatgers Ferrocarril Cornellà de Llobregat,Homologat,14/06/2023,Revisió,14/06/2023,08073,Cornellà de Llobregat,Baix Llobregat,Barcelona,Barcelona,Barcelona
E,2815,PAM INUNCAT Sant Miquel de Campmajor,Homologat pendent de revisió,18/02/2010,Homologació,18/02/2010,17174,Sant Miquel de Campmajor,Pla de l'Estany,Girona,Girona,Girona
T,11126,PBEM  Dosrius,Homologat,14/06/2023,Homologació,14/06/2023,08075,Dosrius,Maresme,Barcelona,Barcelona,Barcelona
E,11042,PAM INUNCAT Olot,Homologat,14/06/2023,Homologació,14/06/2023,17114,Olot,Garrotxa,Girona,Girona,Girona
E,11136,PAM SISMICAT Figaró-Montmany,Homologat,14/06/2023,Homologació,14/06/2023,08134,Figaró-Montmany,Vallès Oriental,Barcelona,Barcelona,Barcelona
E,11085,PAM Pla Especial d’emergències per Pandèmies Alguaire,Homologat,14/06/2023,Homologació,14/06/2023,25016,Alguaire,Segrià,Lleida,Lleida,Lleida
E,10851,PAM INUNCAT Abrera,Homologat,14/06/2023,Homologació,14/06/2023,08001,Abrera,Baix Llobregat,Barcelona,Barcelona,Barcelona
E,11111,PAM INFOCAT Esplugues de Llobregat,Homologat,14/06/2023,Revisió,14/06/2023,08077,Esplugues de Llobregat,Baix Llobregat,Barcelona,Barcelona,Barcelona
E,11172,PAM TRANSCAT Cornellà de Llobregat,Homologat,14/06/2023,Revisió,14/06/2023,08073,Cornellà de Llobregat,Baix Llobregat,Barcelona,Barcelona,Barcelona
T,10916,PA PROCICAT - Emergències Transport Viatgers Ferrocarril Ripoll,Homologat,14/06/2023,Homologació,14/06/2023,17147,Ripoll,Ripollès,Girona,Girona,Girona
E,11232,PAM NEUCAT Alòs de Balaguer,Homologat,14/06/2023,Revisió,14/06/2023,25022,Alòs de Balaguer,Noguera,Lleida,Lleida,Lleida
T,11080,PBEM  Gualba,Homologat,14/06/2023,Homologació,14/06/2023,08097,Gualba,Vallès Oriental,Barcelona,Barcelona,Barcelona
E,11061,PAM SISMICAT Massoteres,Homologat,14/06/2023,Revisió,14/06/2023,25132,Massoteres,Segarra,Lleida,Lleida,Lleida
E,10831,PAM INFOCAT Coma i la Pedra,Homologat,14/06/2023,Homologació,14/06/2023,25163,Coma i la Pedra,Solsonès,Catalunya Central,Catalunya Central,Lleida
E,2819,PAM INFOCAT Tossa de Mar,Homologat pendent de revisió,18/02/2010,Homologació,18/02/2010,17202,Tossa de Mar,Selva,Girona,Girona,Girona
E,10970,PAM SISMICAT Capmany,Homologat,14/06/2023,Revisió,14/06/2023,17042,Capmany,Alt Empordà,Girona,Girona,Girona
E,10990,PAM INFOCAT Marganell,Homologat,14/06/2023,Homologació,14/06/2023,08242,Marganell,Bages,Catalunya Central,Catalunya Central,Barcelona
E,4984,VENTCAT,Aprovat pendent revisió,,Aprovació,01/08/2017,,,,,,
E,11143,PAM Pla Especial d’emergències per Pandèmies Santa Cristina d'Aro,Homologat,14/06/2023,Revisió,14/06/2023,17181,Santa Cristina d'Aro,Baix Empordà,Girona,Girona,Girona
E,10830,PAM ALLAUCAT Coma i la Pedra,Homologat,14/06/2023,Homologació,14/06/2023,25163,Coma i la Pedra,Solsonès,Catalunya Central,Catalunya Central,Lleida
E,11148,PAM VENTCAT Almenar,Homologat,14/06/2023,Revisió,14/06/2023,25021,Almenar,Segrià,Lleida,Lleida,Lleida
E,10837,PAM VENTCAT Coma i la Pedra,Homologat,14/06/2023,Homologació,14/06/2023,25163,Coma i la Pedra,Solsonès,Catalunya Central,Catalunya Central,Lleida
T,11060,PA PROCICAT - Malalties Transmissibles Emergents Alt Risc Massoteres,Homologat,14/06/2023,Revisió,14/06/2023,25132,Massoteres,Segarra,Lleida,Lleida,Lleida
T,10546,PBEM  Rupit i Pruit,Homologat,06/10/2022,Homologació,06/10/2022,08901,Rupit i Pruit,Osona,Catalunya Central,Catalunya Central,Barcelona
E,11074,PAM INFOCAT Gualba,Homologat,14/06/2023,Homologació,14/06/2023,08097,Gualba,Vallès Oriental,Barcelona,Barcelona,Barcelona
E,7970,PAM NEUCAT Aitona,Homologat,10/12/2021,Homologació,10/12/2021,25038,Aitona,Segrià,Lleida,Lleida,Lleida
E,10917,PAM TRANSCAT Ripoll,Homologat,14/06/2023,Homologació,14/06/2023,17147,Ripoll,Ripollès,Girona,Girona,Girona
E,10835,PAM SISMICAT Coma i la Pedra,Homologat,14/06/2023,Homologació,14/06/2023,25163,Coma i la Pedra,Solsonès,Catalunya Central,Catalunya Central,Lleida
T,3460,PBEM Sant Feliu de Pallerols,Homologat pendent de revisió,20/10/2011,Homologació,20/10/2011,17161,Sant Feliu de Pallerols,Garrotxa,Girona,Girona,Girona
T,3853,PBEM Rubí,Homologat pendent de revisió,26/04/2012,Homologació,26/04/2012,08184,Rubí,Vallès Occidental,Barcelona,Barcelona,Barcelona
T,10972,PA PROCICAT - Emergències Transport Viatgers Ferrocarril Capmany,Homologat,14/06/2023,Revisió,14/06/2023,17042,Capmany,Alt Empordà,Girona,Girona,Girona
E,11299,PAM VENTCAT Massanes,Homologat,14/06/2023,Revisió,14/06/2023,17101,Massanes,Selva,Girona,Girona,Girona
E,11268,PAM Pla Especial d’emergències per Pandèmies Santa Maria de Miralles,Homologat,14/06/2023,Homologació,14/06/2023,08257,Santa Maria de Miralles,Anoia,Catalunya Central,Penedès,Barcelona
T,10853,PA PROCICAT - Malalties Transmissibles Emergents Alt Risc Abrera,Homologat,14/06/2023,Homologació,14/06/2023,08001,Abrera,Baix Llobregat,Barcelona,Barcelona,Barcelona
E,11141,PAM INUNCAT Santa Cristina d'Aro,Homologat,14/06/2023,Revisió,14/06/2023,17181,Santa Cristina d'Aro,Baix Empordà,Girona,Girona,Girona
E,11142,PAM NEUCAT Santa Cristina d'Aro,Homologat,14/06/2023,Revisió,14/06/2023,17181,Santa Cristina d'Aro,Baix Empordà,Girona,Girona,Girona
E,10936,PAM TRANSCAT Sant Antoni de Vilamajor,Homologat,14/06/2023,Homologació,14/06/2023,08198,Sant Antoni de Vilamajor,Vallès Oriental,Barcelona,Barcelona,Barcelona
E,8621,PAM SISMICAT La Canonja,Homologat,10/12/2021,Homologació,10/12/2021,43907,Canonja,Tarragonès,Tarragona,Tarragona,Tarragona
E,10833,PAM NEUCAT Coma i la Pedra,Homologat,14/06/2023,Homologació,14/06/2023,25163,Coma i la Pedra,Solsonès,Catalunya Central,Catalunya Central,Lleida
E,10480,PAM INUNCAT Roquetes,Homologat,06/10/2022,Homologació,06/10/2022,43133,Roquetes,Baix Ebre,Terres de l'Ebre,Terres de l'Ebre,Tarragona
E,11295,PAM SISMICAT Massanes,Homologat,14/06/2023,Revisió,14/06/2023,17101,Massanes,Selva,Girona,Girona,Girona
T,11132,PBEM  Susqueda,Homologat,14/06/2023,Homologació,14/06/2023,17194,Susqueda,Selva,Girona,Girona,Girona
E,11151,PAM INFOCAT Gavà,Homologat,14/06/2023,Homologació,14/06/2023,08089,Gavà,Baix Llobregat,Barcelona,Barcelona,Barcelona
E,11041,PAM INFOCAT Olot,Homologat,14/06/2023,Homologació,14/06/2023,17114,Olot,Garrotxa,Girona,Girona,Girona
E,11190,PAM CAMCAT Palafrugell,Homologat,14/06/2023,Revisió,14/06/2023,17117,Palafrugell,Baix Empordà,Girona,Girona,Girona
E,6615,PAM INFOCAT Corbins,Homologat,22/12/2020,Homologació,22/12/2020,25078,Corbins,Segrià,Lleida,Lleida,Lleida
E,11193,PAM NEUCAT Palafrugell,Homologat,14/06/2023,Revisió,14/06/2023,17117,Palafrugell,Baix Empordà,Girona,Girona,Girona
E,11267,PAM NEUCAT Santa Maria de Miralles,Homologat,14/06/2023,Homologació,14/06/2023,08257,Santa Maria de Miralles,Anoia,Catalunya Central,Penedès,Barcelona
T,10482,PA PROCICAT - Malalties Transmissibles Emergents Alt Risc Roquetes,Homologat,06/10/2022,Homologació,06/10/2022,43133,Roquetes,Baix Ebre,Terres de l'Ebre,Terres de l'Ebre,Tarragona
E,9058,PAM INUNCAT Viladamat,Homologat,10/03/2022,Actualització,15/12/2022,17217,Viladamat,Alt Empordà,Girona,Girona,Girona
T,11137,PBEM  Figaró-Montmany,Homologat,14/06/2023,Homologació,14/06/2023,08134,Figaró-Montmany,Vallès Oriental,Barcelona,Barcelona,Barcelona
T,11145,PBEM  Santa Cristina d'Aro,Homologat,14/06/2023,Revisió,14/06/2023,17181,Santa Cristina d'Aro,Baix Empordà,Girona,Girona,Girona
E,11036,PAM RADCAT Sabadell,Homologat,14/06/2023,Revisió,14/06/2023,08187,Sabadell,Vallès Occidental,Barcelona,Barcelona,Barcelona
E,10993,PAM SISMICAT Marganell,Homologat,14/06/2023,Homologació,14/06/2023,08242,Marganell,Bages,Catalunya Central,Catalunya Central,Barcelona
E,11056,PAM VENTCAT Sant Feliu de Llobregat,Homologat,14/06/2023,Homologació,14/06/2023,08211,Sant Feliu de Llobregat,Baix Llobregat,Barcelona,Barcelona,Barcelona
